Endereço;Complemento;Cidade;Estado;CódigoPostal;Name;Telefone;Bairro;Região OP;URL;Tipo;Categoria;Latitude;Longitude;Endereço Formatado
Rua Jaime Topolar, 530;;Porto Alegre;RS;90245-300;Biblioteca Comunitária Fé e Alegria;(51)3362-7991;Farrapos;HUMAITA/NAVEGANTES;;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura,  teatro, fotografia, dança;-30,042536973292;-51,22449343728;Rua Jayme Tolpolar, 530 - Farrapos, Porto Alegre - RS, 90245-300, República Federativa do Brasil
Rua João Abbott, 263;;Porto Alegre;RS;90460-150;Espaço de Criação Musical;(51)3332-7224;Petropolis;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,042035061448;-51,187053077846;Rua João Abbott, 263 Porto Alegre, RS 90460-150
Rua João Alfredo, 582;;Porto Alegre;RS;90050-230;Museu de Porto Alegre Joaquim Felizardo Solar Lopo Gonçalves;(51)3289-8096;Cidade Baixa;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=4&p_secao=19;ESPAÇO CULTURAL;;-30,042536102389;-51,224494359577;Rua João Alfredo, 582 - Cidade Baixa, Porto Alegre - RS, 90050-230, República Federativa do Brasil
Rua João Caetano, 285;;Porto Alegre;RS;90470-260;Biblioteca do Instituto Cervantes;(51)3330-9452;Tres Figueiras;LESTE;http://portoalegre.cervantes.es/br/biblioteca_portugues/biblioteca_portugues.htm;ESPAÇO DE FORMAÇÃO CULTURAL;livro, música, audiovisual;-30,032362882149;-51,212489167439;Rua João Caetano, 285 - Três Figueiras, Porto Alegre - RS, 90470-260, República Federativa do Brasil
Rua João Telles, 329; 2º andar;Porto Alegre;RS;90035-120;Museu Judaico de Porto Alegre;(51)3311-0379;Bom Fim;CENTRO;;ESPAÇO CULTURAL;;-30,034009877895;-51,220648226042;Rua General João Telles, 329 - Bomfim, Porto Alegre - RS, 90035-120, República Federativa do Brasil
Rua Landel de Moura, 678;;Porto Alegre;RS;91920-150;Atelier e Galeria Aloízio Pedersen;(51)3268-8709;Tristeza;SUL;;ESPAÇO CULTURAL;;-30,115498940714;-51,253346160051;Rua Landel de Moura, 678 Porto Alegre, RS 91920-150
Rua Luciana Abreu, 450;;Porto Alegre;RS;90570-060;Garagem de Arte Ita Stockinger;(51)3346-5020;Moinhos de Vento;CENTRO;;ESPAÇO CULTURAL;;-30,045146637236;-51,224727404673;Rua Luciana Abreu, 450 Porto Alegre, RS 90570-060
Rua Luiz Englert,  sn;;Porto Alegre;RS;90040-040;Sala Qorpo Santo        ;(51)3308-3080;Farroupilha;CENTRO;http://www.difusaocultural.ufrgs.br;ESPAÇO CULTURAL;;-30,02127789672;-51,20001318538;Central, Porto Alegre - RS, 90040-040, República Federativa do Brasil
Rua Marquês do Herval, 280;;Porto Alegre;RS;90570-140;Salão Leopoldina;(51)3323-4311;Moinhos de Vento;CENTRO;http://www.juvenil.com.br/site/locacao_de_saloes_salao_leopoldina.php;ESPAÇO CULTURAL;;-30,155389270084;-51,224274695617;Rua Marquês do Herval, 280 - Moinhos de Vento, Porto Alegre - RS, 90570-140, República Federativa do Brasil
Rua Marquês do Pombal, 1111;;Porto Alegre;RS;90540-000;Filmoteca do Instituto NT;(51)3361-3111;Auxiliadora;CENTRO;;ESPAÇO CULTURAL;;-30,019204632157;-51,19267007716;Rua Marquês do Pombal, 1111 Porto Alegre, RS 90540-000
Rua Marquês do Pombal, 1111;;Porto Alegre;RS;90540-000;Espaço de Exposições do Instituto NT;(51)3361-3111;Auxiliadora;CENTRO;;ESPAÇO CULTURAL;fotografia;-30,019202556441;-51,192668097103;Rua Marquês do Pombal, 1111 Porto Alegre, RS 90540-000
Rua Marquês do Pombal, 1111;;Porto Alegre;RS;90540-000;Biblioteca do CinemaInstituto NT;(51)3361-3111;Auxiliadora;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;livro, audiovisual;-30,019204558802;-51,192667069617;Rua Marquês do Pombal, 1111 Porto Alegre, RS 90540-000
Rua Marquês do Pombal, 1111;;Porto Alegre;RS;90540-000;Sala NT Instituto NT de Cinema e Cultura;(51)3361-3111;Auxiliadora;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,032299408795;-51,229803630187;Rua Marquês do Pombal, 1111 Porto Alegre, RS 90540-000
Rua Mostardeiro, 157;;Porto Alegre;RS;90430-000;Morandi Arte E Arte;(51)3346-1732;Moinhos de Vento;CENTRO;;ESPAÇO CULTURAL;;-30,057122872003;-51,225289815814;Rua Mostardeiro, 157 Porto Alegre, RS 90430-000
Rua Mucio Teixeira, 1476;;Porto Alegre;RS;90150-090;Piano & Cia Escola de Música;(51)3231-6194;Menino Deus;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;música;-30,032923622315;-51,216991416637;Rua Mucio Teixeira, 1476 Porto Alegre, RS 90150-090
Rua Oiampi, 304;;Porto Alegre;RS;91770-580;Antônio Soriano;(51)3248-4679;Guaruja;SUL;http://sorianopainter.com/;ESPAÇO CULTURAL;artes visuaus;-30,024279072737;-51,201104793421;Rua Oiampi, 304 - Guarujá, Porto Alegre - RS, 91770-580, República Federativa do Brasil
Rua Olavo Barreto Viana, 36; 4º Andar;Porto Alegre;RS;90570-070;GNC Cinemas Moinhos Shopping;(51)3395-5629;Moinhos de Vento;CENTRO;http://www.gnccinemas.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,024271485881;-51,201100594602;Rua Olavo Barreto Viana, 36 - Moinhos de Vento, Porto Alegre - RS, 90570-070, República Federativa do Brasil
Rua Olavo Barreto Viana, 36; 3º Andar;Porto Alegre;RS;90570-070;Galeria de Arte da Loja Massom;(51)3391-4760;Moinhos de Vento;CENTRO;http://www.masson.com.br/;ESPAÇO CULTURAL;;-30,039573066768;-51,239133542331;Rua Olavo Barreto Viana, 36 - Moinhos de Vento, Porto Alegre - RS, 90570-070, República Federativa do Brasil
Rua Otávio Caruso da Rocha, 301;;Porto Alegre;RS;90010-395;Centro Municipal de Eventos Almir Azeredo Ramos (Casa do Gaúcho);(51)3212-3334;Praia de Belas;CENTRO;http://www.centroeventoscasadogaucho.com.br/;ESPAÇO CULTURAL;;-30,017287914324;-51,165597117462;Rua Otávio Francisco Caruso da Rocha, 301 - Praia de Belas, Porto Alegre - RS, 90010-395, República Federativa do Brasil
Rua Padre Chagas, 147; sala 804;Porto Alegre;RS;90570-080;Alto da Bronze;(51)3086-3003;Moinhos de Vento;CENTRO;http://www.altodabronze.net/;ESPAÇO CULTURAL;;-30,025108340721;-51,203643534105;Rua Padre Chagas, 147 - Moinhos de Vento, Porto Alegre - RS, 90570-080, República Federativa do Brasil
Rua Padre Chagas, 200;;Porto Alegre;RS;90570-080;Sepe Tiaraju Silveira Souza;(51)3346-8858;Moinhos de Vento;CENTRO;;ESPAÇO CULTURAL;;-30,025696570378;-51,204318326417;Rua Padre Chagas, 200 Porto Alegre, RS 90570-080
Rua Padre Chagas, 65;;Porto Alegre;RS;90570-080;Espaço Rotta Ely;(51)3737-1100;Moinhos de Vento;CENTRO;;ESPAÇO CULTURAL;;-30,025687408375;-51,204377138286;Rua Padre Chagas, 65 Porto Alegre, RS 90570-080
Rua Padre Chagas, 66;;Porto Alegre;RS;90570-080;Mosaico;(51)3222-3761;Moinhos de Vento;CENTRO;;ESPAÇO CULTURAL;;-30,033286526994;-51,218765922017;Rua Padre Chagas, 66 Porto Alegre, RS 90570-080
Rua Paulo Gama, 110; Térreo Prédio 12107;Porto Alegre;RS;90040-060;Biblioteca Central UFRGS (órgão coordenador do Sistema de Bibliotecas da UFRGS);(51)3316-3234;Farroupilha;CENTRO;http://www.biblioteca.ufrgs.br/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,031482094665;-51,229231691621;Avenida Paulo Gama, 110 - Farroupilha, Porto Alegre - RS, 90040-060, República Federativa do Brasil
Rua Paulo Setúbal, 117;;Porto Alegre;RS;91340-100;Centro Cultural Zé Rodrigues;(51)3337-0933;Passo Dareia;NOROESTE;http://www.teatrozerodrigues.com.br/;ESPAÇO CULTURAL;;-30,052666716239;-51,210476441274;Rua Paulo Setúbal, 117 - Passo da Areia, Porto Alegre - RS, 91340-100, República Federativa do Brasil
Rua Plácido de Castro, 154;;Porto Alegre;RS;90650-070;Museu Açoriano – Sul Rio-Grandense;(51)3217-3487;Santo Antonio;PARTENON;;ESPAÇO CULTURAL;;-30,030323435888;-51,222636860054;Rua Plácido de Castro, 154 - Santo Antônio, Porto Alegre - RS, 90650-070, República Federativa do Brasil
Rua Professor Annes Dias, 295;;Porto Alegre;RS;90020-090;Anfiteatro Hugo Gerdau;(51)3214-8504;Centro Historico;CENTRO;http://www.santacasa.org.br/eventos;ESPAÇO CULTURAL;;-30,035415094284;-51,208402351621;Rua Professor Annes Dias, 295 - Centro, Porto Alegre - RS, 90020-090, República Federativa do Brasil
Rua Quintino Bocaiúva, 1115;;Porto Alegre;RS;90440-050;Bolsa de Arte de Porto Alegre;(51)3332-6799;Moinhos de Vento;CENTRO;http://www.bolsadearte.com.br/;ESPAÇO CULTURAL;;-30,000341950967;-51,109326842834;Rua Quintino Bocaiúva, 1115 - Moinhos de Vento, Porto Alegre - RS, 90440-050, República Federativa do Brasil
Rua Ramiro Barcellos, 1853;;Porto Alegre;RS;90035-002;Clube de Cultura ;(51)3331-6920;Bom Fim;CENTRO;http://clubedecultura.blogspot.com/;ESPAÇO CULTURAL;;-30,026731347128;-51,209213451332;Rua Ramiro Barcelos, 1853 - Bomfim, Porto Alegre - RS, 90035-002, República Federativa do Brasil
Rua Ramiro Barcelos, 2400; 3º andar Prédio 21110;Porto Alegre;RS;90035-007;Biblioteca UFRGS Medicina/HCPA;(51)3308-5622;Santana;CENTRO;http://www.famed.ufrgs.br/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,041562279882;-51,208040451729;Rua Ramiro Barcelos, 2400 - Santana, Porto Alegre - RS, República Federativa do Brasil
Rua Ramiro Barcelos, 2492; Prédio 21108;Porto Alegre;RS;90035-007;Biblioteca UFRGS Odontologia;(51)3308-5186;Santana;CENTRO;http://www.ufrgs.br/odonto/biblioteca/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,04258797523;-51,207927681135;Rua Ramiro Barcelos, 2492 - Santana, Porto Alegre - RS, República Federativa do Brasil
Rua Ramiro Barcelos, 2574; Prédio 21201;Porto Alegre;RS;90035-007;Biblioteca UFRGS Centro de Processamento de Dados (CPD);(51)33085223;Santana;CENTRO;http://www.cpd.ufrgs.br/servicos/servicos-de-atendimento/biblioteca-cpd/?searchterm=biblioteca;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,042286933891;-51,207983394896;Rua Ramiro Barcelos, 2574 - Santana, Porto Alegre - RS, República Federativa do Brasil
Rua Ramiro Barcelos, 2600; Prédio 21107 ;Porto Alegre;RS;90035-007;Biblioteca UFRGS Psicologia;(51)3308-5236;Santana;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,042585773564;-51,207925842545;Rua Ramiro Barcelos, 2600 - Santana, Porto Alegre - RS, República Federativa do Brasil
Rua Ramiro Barcelos, 2600; sala 423 Prédio 21107;Porto Alegre;RS;90035-006;Biblioteca UFRGS CENTRO DE DOCUMENTAÇÃO E PESQUISA DE SAÚDE E TRABALHO (CEDOP);(51)3308-5463;Santana;CENTRO;http://www6.ufrgs.br/ppgpsi/;ESPAÇO DE FORMAÇÃO CULTURAL;arquivo;-30,043544620697;-51,20752667439;Rua Ramiro Barcelos, 2600 - Santana, Porto Alegre - RS, República Federativa do Brasil
Rua Ramiro Barcelos, 2705; Prédio 22201 4º Andar;Porto Alegre;RS;90035-006;Biblioteca UFRGS Biblioteconomia e Comunicação;(51)3308-5068;Santana;CENTRO;http://www.ufrgs.br/fabico/biblioteca.htm;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,040691465921;-51,208204250993;Rua Ramiro Barcelos, 2705 - Santana, Porto Alegre - RS, República Federativa do Brasil
Rua Ramiro Barcelos, 2777; Prédio 11202 sala 104;Porto Alegre;RS;90035-007;Biblioteca IFRS UFRGS;(51)3308-5260;Santana;CENTRO;http://www.etcom.ufrgs.br/?page_id=4238;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,027773426859;-51,208802510495;Rua Ramiro Barcelos - Santana, Porto Alegre - RS, 90035-007, República Federativa do Brasil
Rua Ramiro Barcelos, 910;;Porto Alegre;RS;90035-005;Acervo Cultural do Hospital Moinhos de Vento;(51)3314-3434;Independencia;CENTRO;http://www.hospitalmoinhos.org.br/;ESPAÇO CULTURAL;;-30,026731369255;-51,20921433488;Rua Ramiro Barcelos, 910 - Independência, Porto Alegre - RS, 90035-005, República Federativa do Brasil
Rua Ramiro Barcelos, 910; 1º Andar;Porto Alegre;RS;90035-005;Biblioteca do Hospital Moinhos de Vento;(51)3314-3310;Independencia;CENTRO;http://www.hospitalmoinhos.org.br/iep/biblioteca.aspx;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura, ;-30,035239707426;-51,1435075703;Rua Ramiro Barcelos, 910 Porto Alegre, RS 90035-005
Rua Ramiro Barcelos, 996;;Porto Alegre;RS;90035-005;Piapiano Academia de Música e Arte;(51)3321-2494;Independencia;CENTRO;http://www.piapiano.com.br/;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,037121065288;-51,221470004203;Rua Ramiro Barcelos, 996 - Independência, Porto Alegre - RS, 90035-005, República Federativa do Brasil
Rua República do Peru, 398;;Porto Alegre;RS;91210-190;Leopoldo Boeck ;(51)3334-4120;Jardim Sabara;LESTE;;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,031752430242;-51,231267602546;Itu Sabara, Porto Alegre - RS, 91210-190, República Federativa do Brasil
Rua Riachuelo, 1031;;Porto Alegre;RS;90010-272;Arquivo Público Estadual;(51)3288-9100;Centro Historico;CENTRO;http://www.apers.rs.gov.br/;ESPAÇO DE FORMAÇÃO CULTURAL;arquivo;-30,031482137925;-51,229233244774;Rua Riachuelo, 1031 - Centro, Porto Alegre - RS, 90010-272, República Federativa do Brasil
Rua Riachuelo, 1257; 3º andar;Porto Alegre;RS;90010-273;Haydée Leão de Madureira Instituto Cultural ;(51)3225-2255;Centro Historico;CENTRO;http://www.culturanocultural.com.br/Biblioteca/Default.aspx;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura, audiovisual, ;-30,030671608523;-51,234146252679;Rua Riachuelo, 1257 - Centro, Porto Alegre - RS, 90010-273, República Federativa do Brasil
Rua Riachuelo, 1257;;Porto Alegre;RS;90010-273;Auditório Érico Veríssimo Teatro do Instituto Cultural;(51)3025-0610;Centro Historico;CENTRO;http://www.culturanocultural.com.br/NucleoDeCultura/CulturalTheater.aspx;ESPAÇO CULTURAL;;-30,031479401904;-51,229235046678;Rua Riachuelo, 1257 Porto Alegre, RS 90010-273
Rua Riachuelo, 1257;;Porto Alegre;RS;90010-273;Cultural Gallery of Arts Dante Sfoggia (Instituto Cultural);(51)4009-2307;Centro Historico;CENTRO;http://www.culturanocultural.com.br/NucleoDeCultura/CulturalArts.aspx;ESPAÇO CULTURAL;;-30,058788340389;-51,184231302002;Rua Riachuelo, 1257 Porto Alegre, RS 90010-273
Rua Salvador França, 1427;;Porto Alegre;RS;90690-000;Museu de Ciências Naturais da Fundação Zoobotânica do RS ;(51)3320-2000;Jardim Botanico;CENTRO; http://www.fzb.rs.gov.br ;ESPAÇO CULTURAL;;-30,036499170356;-51,20493618202;Rua Doutor Salvador França, 1427 - Partenon, Porto Alegre - RS, 90690-000, República Federativa do Brasil
Rua São Manoel, 248;;Porto Alegre;RS;90620-110;Casa Elétrica Espaço de Cultura;(51)3023-5463;Rio Branco;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,038946199092;-51,204999634901;Rua São Manoel, 248 - Rio Branco, Porto Alegre - RS, 90620-110, República Federativa do Brasil
Rua São Manoel, 285;;Porto Alegre;RS;90620-110;Arte&Fato;(51)3333-9044;Rio Branco;CENTRO;http://artefatogaleria.blogspot.com/;ESPAÇO CULTURAL;;-30,032987865859;-51,221045419711;Rua São Manoel, 285 - Rio Branco, Porto Alegre - RS, 90620-110, República Federativa do Brasil
Rua São Manoel, 570;;Porto Alegre;RS;90620-110;Extrato Galeria de Arte;(51)3388-6455;Santa Cecilia;CENTRO;;ESPAÇO CULTURAL;;-30,042772157956;-51,205169081286;Rua São Manoel, 570 - Santa Cecília, Porto Alegre - RS, 90620-110, República Federativa do Brasil
Rua São Manoel, 963; Sala 101 Térreo;Porto Alegre;RS;90620-110;Biblioteca UFRGS Enfermagem;(51)3308-5070;Santa Cecilia;CENTRO;http://paginas.ufrgs.br/bibenf;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,114954422598;-51,100966705538;Rua São Manoel, 963 - Santa Cecília, Porto Alegre - RS, 90620-110, República Federativa do Brasil
Rua Sarmento Leite, 320; Prédio 12103;Porto Alegre;RS;90050-170;Biblioteca UFRGS Arquitetura;(51)3308-3989;Farroupilha;CENTRO;http://www.ufrgs.br/arquitetura/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,033151742751;-51,221128562903;Rua Sarmento Leite, 320 - Farroupilha, Porto Alegre - RS, 90050-170, República Federativa do Brasil
Rua Sarmento Leite, 425;;Porto Alegre;RS;90050-170;Museu de Mineralogia e Petrologia Luiz Englert;(51)3308-4087;Farroupilha;CENTRO;http://www.museumin.ufrgs.br/porsite.htm;ESPAÇO CULTURAL;;-30,029194741378;-51,223305196725;Rua Sarmento Leite, 425 - Farroupilha, Porto Alegre - RS, 90050-170, República Federativa do Brasil
Rua Sarmento Leite, 500; sala 102 Prédio 12101;Porto Alegre;RS;90050-170;Biblioteca UFRGS CIÊNCIAS BÁSICAS DA SAÚDE (ICBS);(51)3308-3917;Farroupilha;CENTRO;http://paginas.ufrgs.br/bibicbs;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura, arquivo;-30,031522119372;-51,20156289158;Rua Sarmento Leite, 500 - Farroupilha, Porto Alegre - RS, 90050-170, República Federativa do Brasil
Rua Schiller, 14;;Porto Alegre;RS;90430-150;Estação Musical;(51)3388-6605;Rio Branco;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;música;-30,029192598065;-51,223303504893;Rua Schiller, 14 - Rio Branco, Porto Alegre - RS, 90430-150, República Federativa do Brasil
Rua Senhor dos Passos, 248; 1º andar;Porto Alegre;RS;90020-180;Pinacoteca Barão de Santo Ângelo (UFRGS);(51)3316-4302;Centro Historico;CENTRO;http://www6.ufrgs.br/acervoartes/modules/mastop_publish/ E http://www.ufrgs.br/galeria/;ESPAÇO CULTURAL;;-30,029085389842;-51,23000017177;Rua Senhor dos Passos, 248 - Centro, Porto Alegre - RS, 90020-180, República Federativa do Brasil
Rua Senhor dos Passos, 248;;Porto Alegre;RS;90020-180;Instituto de Artes da UFRGS;;Centro Historico;CENTRO;http://www.artes.ufrgs.br/;ESPAÇO DE FORMAÇÃO CULTURAL;música, artes visuais, artes cênicas, fotografia;-30,029190681466;-51,223305105177;Rua Senhor dos Passos, 248 Porto Alegre, RS 90020-180
Rua Senhor dos Passos, 248; Prédio 13201;Porto Alegre;RS;90020-180;Biblioteca UFRGS Instituto de Artes;(51)3308-4308;Centro Historico;CENTRO;http://www.ufrgs.br/bibart/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,029086194161;-51,23000035316;Rua Senhor dos Passos, 248 Porto Alegre, RS 90020-180
Rua Sete de Setembro, 1020; 2º andar;Porto Alegre;RS;90010-191;Arquivo Histórico do RS;(51)3225-7880;Centro Historico;CENTRO;http://www.cultura.rs.gov.br/principal.php?inc=arq_hist;ESPAÇO DE FORMAÇÃO CULTURAL;arquivo;-29,995870755143;-51,202060651456;Rua Sete de Setembro, 1020 - Centro, Porto Alegre - RS, 90010-191, República Federativa do Brasil
Rua Sete de Setembro, 1028;;Porto Alegre;RS;90010-191;Acervo da Moeda Santander Cultural;(51)3287-5500;Centro Historico;CENTRO;www.santandercultural.com.br;ESPAÇO CULTURAL;;-30,0290874518;-51,229999272659;Rua Sete de Setembro, 1028 - Centro, Porto Alegre - RS, 90010-191, República Federativa do Brasil
Rua Sete de Setembro, 1028;;Porto Alegre;RS;90010-191;Salas Multiuso do Santander Cultural;;Centro Historico;CENTRO;http://www.santandercultural.com.br/;ESPAÇO CULTURAL;;-30,02908818733;-51,230001240542;Rua Sete de Setembro, 1028 Porto Alegre, RS 90010-191
Rua Sete de Setembro, 1028;;Porto Alegre;RS;90010-191;Cine Santander;( 5)1328-5721;Centro Historico;CENTRO;http://www.santandercultural.com.br/;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,038936164792;-51,20417505314;Rua Sete de Setembro, 1028 Porto Alegre, RS 90010-191
Rua Sete de Setembro, 604;;Porto Alegre;RS;90010-190;Teatro do GBOEX;(51)3215-8000;Centro Historico;CENTRO;http://www.gboex.com.br/;ESPAÇO CULTURAL;;-30,040741573093;-51,208075572534;Rua Sete de Setembro, 604 - Centro, Porto Alegre - RS, 90010-190, República Federativa do Brasil
Rua Silva Só, 141;;Porto Alegre;RS;90610-270;Teatro Studio;( 5)1330-9000;Santa Cecilia;CENTRO;;ESPAÇO CULTURAL;;-30,067071083761;-51,167806849897;Rua Silva Só, 141 - Santa Cecília, Porto Alegre - RS, 90610-270, República Federativa do Brasil
Rua Vicente da Fontoura, 2600;;Porto Alegre;RS;90640-000;Bublitz Galeria de Arte;(51)3029-0109;Rio Branco;CENTRO;;ESPAÇO CULTURAL;;-30,019933431141;-51,203568760912;Rua Vicente da Fontoura, 2600 - Rio Branco, Porto Alegre - RS, 90640-000, República Federativa do Brasil
Rua Vidal de Negreiros, 583; Morro da Cruz;Porto Alegre;RS;91520-480;Biblioteca Comunitária Ilê Ará;(51)3318-3119;Sao Jose;PARTENON;;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura,  teatro, fotografia, dança;-30,037372869489;-51,23007675087;Rua Vidal de Negreiros, 583 - São José, Porto Alegre - RS, 91520-480, República Federativa do Brasil
Rua Visconde do Rio Branco, 691;;Porto Alegre;RS;90220-230;Galeria de Arte Paulo Capelari;(51)3312-8558;Floresta;CENTRO;http://www.paulocapelari.com.br/;ESPAÇO CULTURAL;;-30,036778830793;-51,232018557015;Rua Visconde do Rio Branco, 691 - Floresta, Porto Alegre - RS, 90220-230, República Federativa do Brasil
Rua Washington Luiz, 1050;;Porto Alegre;RS;90010-460;Memorial Acemista ACM;(51)3226-8288;Centro Historico;CENTRO;www.acm-rs.com.br;ESPAÇO CULTURAL;;-30,036735020134;-51,233494898936;Rua Washington Luiz, 1050 - Centro, Porto Alegre - RS, 90010-460, República Federativa do Brasil
Rua Washington Luiz, 675;;Porto Alegre;RS;90010-460;CIENTEC Fundação de Ciência e Tecnologia;(51)3287-2060;Centro Historico;CENTRO;http://www.cientec.rs.gov.br/;ESPAÇO DE FORMAÇÃO CULTURAL;arquivo;-30,036778183288;-51,232017467386;Rua Washington Luiz, 675 - Cientec, Centro, Porto Alegre - RS, 90010-460, República Federativa do Brasil
Rua Washington Luiz, 855;;Porto Alegre;RS;90010-460;Auditório da DEMEC  ;(51)3308-3929;Centro Historico;CENTRO;http://www.mecanica.ufrgs.br/;ESPAÇO CULTURAL;;-30,047647019302;-51,17840963347;Rua Washington Luiz, 855 - Centro, Porto Alegre - RS, 90010-460, República Federativa do Brasil
Rua Washington Luiz, 855; Prédio 13701;Porto Alegre;RS;90010-460;Biblioteca UFRGS Administração;(51)3308-3840;Centro Historico;CENTRO;http://www.ea.ufrgs.br/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,110327349483;-51,254455714425;Rua Washington Luiz, 855 Porto Alegre, RS 90010-460
Trav.  Eng.Acelino de Carvalho, 56;;Porto Alegre;RS;90010-200;Arco-íris Vitória;(51)3212-3474;Centro Historico;CENTRO;http://www.arcoiriscinemas.com.br/;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,038482507227;-51,226101273798;Porto Alegre - RS, 90010-200, República Federativa do Brasil
Travessa do Carmo, 88;;Porto Alegre;RS;90050-210;Galpão da EPATUR;(51)3212-4629;Cidade Baixa;CENTRO;;ESPAÇO CULTURAL;;-30,042099884173;-51,222634983584;Travessa do Carmo, 88 - Cidade Baixa, Porto Alegre - RS, 90050-210, República Federativa do Brasil
Travessa dos Venezianos, 19;;Porto Alegre;RS;90050-370;Chico Lisboa Associação Riograndesnse de Artes Plásticas Francisco Lisboa;(51)3224-6678;Cidade Baixa;CENTRO;www.chicolisboa.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;Artes Plásticas;-30,026950414466;-51,230083619411;Travessa Venezianos, 19 - Cidade Baixa, Porto Alegre - RS, 90050-370, República Federativa do Brasil
Travessa Leonardo Truda, 40; 6º andar;Porto Alegre;RS;90010-050;Biblioteca Pública do Sesi;0800 51 8555;Centro Historico;CENTRO;http://www.sesirs.org.br/sesieducacao/atuacao_sesi_educacao.asp?idArea=1399&idSubMenu=1410;ESPAÇO DE FORMAÇÃO CULTURAL;livto, leitura;-30,066045973798;-51,227331982365;Travessa Francisco de Leonardo Truda, 40 - Centro, Porto Alegre - RS, 90010-050, República Federativa do Brasil
Travessa Paraíso, 71;;Porto Alegre;RS;90850-190;Solar da Travessa Paraíso ;(51)3232-1652;Santa Tereza;CRUZEIRO;http://www.poaemcena.com.br;ESPAÇO CULTURAL;;-30,039872108472;-51,215439152883;Travessa Paraíso, 71 - Santa Tereza, Porto Alegre - RS, 90850-190, República Federativa do Brasil
Travessa Paz, 44;;Porto Alegre;RS;90040-110;La Photo Galeria e Espaço Cultural;(51)9755-8191;Farroupilha;CENTRO;http://www.galerialaphoto.blogspot.com/;ESPAÇO CULTURAL;fotografia;-30,022674881931;-51,161350778209;Travessa Paz, 44 - Farroupilha, Porto Alegre - RS, 90040-110, República Federativa do Brasil
